available_amount,monthly_expenses,savings_goal,actual_savings
6962.77,4250.56,854.63,1476.43
7046.69,5921.96,466.85,209.72
9645.28,4136.79,2291.41,3586.87
4338.21,2626.71,643.85,847.64
4825.74,3929.23,439.61,455.98
8309.11,6157.85,1524.17,327.69
5551.86,1268.67,1033.84,2967.27
7629.16,6560.72,416.24,897.41
5137.39,1195.23,11.49,1584.72
2939.46,1799.33,784.24,489.22
7706.83,4645.28,749.23,1121.01
2180.4,1636.33,118.08,286.98
2787.25,847.07,1548.32,126.61
6641.42,2162.18,2094.11,1683.96
7725.43,5612.33,208.0,1285.02
9052.19,2757.78,1337.06,1530.61
3453.28,1825.44,460.0,1101.87
1996.52,1421.83,453.34,497.08
9604.42,6299.24,1138.62,2283.64
2389.81,830.27,287.12,631.59
2779.0,1147.1,743.8,863.4
3621.97,3181.11,142.75,121.81
5764.52,2963.36,123.16,2556.13
8945.43,2067.47,4737.1,935.16
7844.91,2774.82,63.63,4075.96
7373.42,3242.13,2969.52,2746.4
2576.63,2318.04,163.81,53.55
4219.14,1737.8,150.51,1479.27
5305.64,1159.16,2400.35,1677.48
2326.83,1300.8,632.81,379.71
3460.87,894.72,1236.49,878.6
3775.0,1479.22,1060.96,806.83
2145.49,1919.5,8.98,112.94
5952.16,4126.31,86.9,1384.54
7345.25,1729.56,3267.38,426.36
1629.38,837.64,66.86,122.7
5330.11,1706.41,701.1,389.99
8039.9,2299.9,2290.66,3690.92
7731.91,4723.78,395.06,1302.73
8335.66,4617.61,2349.33,710.54
5034.17,3624.63,910.42,521.75
8385.01,6914.4,990.77,739.88
3166.78,1180.19,78.78,374.14
4247.3,3593.61,223.75,268.35
2587.2,1455.54,766.74,531.99
5207.36,1984.96,936.35,132.95
4528.54,3586.83,524.21,541.42
3168.34,712.47,1157.69,1760.58
7766.03,4594.82,880.86,1697.12
3824.62,2696.87,249.37,380.97
3455.24,1368.22,1089.83,804.14
2178.01,1752.09,45.53,108.66
4949.4,1822.36,2151.7,1650.44
3726.68,2936.3,364.49,493.0
4323.46,1102.4,287.33,787.35
3123.98,974.52,1209.76,926.58
7868.4,3672.1,1447.26,1521.61
9370.03,7475.77,309.27,1138.81
5481.39,1651.05,2944.98,2174.72
6786.99,5516.51,731.44,553.18
8804.55,3176.79,2669.78,1103.46
9989.47,5162.12,3278.22,1232.02
6521.65,2914.62,1569.4,1382.4
9008.02,2546.46,2282.07,3386.82
9177.47,7901.96,193.31,926.13
8123.06,4116.16,491.7,3339.88
5148.38,3517.54,563.58,295.94
1730.39,1042.88,250.79,494.32
1142.25,629.61,300.74,215.72
5294.81,3344.22,689.86,1673.03
5448.83,4516.21,442.56,314.52
4666.26,3217.47,964.91,755.78
6113.51,3501.43,2075.74,1412.97
5969.46,3889.88,536.57,1015.58
8529.52,5326.48,2311.2,1908.74
1977.91,995.26,633.66,76.97
3026.6,1928.96,59.72,253.5
8137.04,4153.95,1064.79,1363.58
8630.53,6303.14,407.84,624.52
9953.42,8741.48,644.16,256.12
8856.21,7721.78,503.96,191.17
9009.09,6977.68,804.2,1249.98
3829.13,2378.78,885.95,699.43
4614.95,3343.68,338.98,115.84
3412.77,1107.9,705.75,981.01
6456.69,3456.35,2077.76,863.28
9449.25,3591.79,4555.74,2820.65
4101.77,830.39,2031.81,2863.3
6013.02,5271.71,128.73,135.2
3666.7,2950.57,64.54,250.26
2528.2,1414.75,186.35,298.96
2756.67,1041.76,580.0,473.16
1521.51,1042.36,90.73,63.22
9543.64,4813.44,3409.69,2080.29
4625.92,3526.54,589.9,286.55
8507.09,7653.51,284.57,323.45
7131.97,3169.14,868.05,965.67
2727.29,1012.05,522.34,1476.7
2579.16,998.57,601.95,844.21
8307.89,2204.44,3485.43,2953.22
3382.41,1609.46,126.72,995.54
9219.57,1956.37,4932.19,2909.1
2260.5,633.11,166.07,1464.89
7099.38,2770.08,908.98,2119.55
8330.26,2598.24,4556.22,1428.1
3117.31,2221.12,136.37,292.03
3485.87,954.86,204.79,1894.6
9680.67,7804.52,958.2,361.7
3381.38,1199.65,686.16,103.15
4869.61,1344.08,259.02,958.85
4892.64,1013.14,11.61,2695.57
3277.31,2296.23,62.13,611.42
7982.12,3030.27,2070.81,2892.9
7946.64,4423.49,650.78,496.92
4404.86,1225.13,1977.93,422.96
8516.13,7576.86,644.34,197.46
2917.67,839.62,240.78,1122.94
1038.75,507.27,143.3,253.37
6140.51,4888.79,146.78,93.6
9946.7,3694.41,1433.99,2887.79
1347.8,521.44,158.14,549.44
2871.98,2199.79,423.14,579.05
5670.23,2218.98,953.87,1086.65
8289.47,1674.55,2622.49,1018.85
1801.38,899.86,486.02,265.51
4557.11,951.41,2371.85,1280.56
7723.68,6463.6,303.64,1073.18
4343.89,2820.35,255.0,256.56
2699.53,1641.61,828.1,772.14
2759.46,941.29,465.67,595.34
4690.44,3236.23,780.7,667.81
5314.75,3582.56,939.32,676.31
8756.33,2121.87,2728.24,6518.4
6780.27,5536.72,227.27,547.01
7213.62,4368.49,321.97,293.99
9846.88,7431.71,940.98,1118.87
4706.59,1807.52,1184.98,1016.86
4630.19,1321.61,2047.0,928.79
9310.12,6439.95,1629.88,752.09
3212.88,2428.03,572.65,375.39
7568.34,3558.81,3114.15,2929.12
7791.16,1687.44,3554.08,1264.23
1880.09,1452.89,26.15,98.13
5214.08,1795.03,1108.1,1990.29
2805.06,1226.72,768.72,972.15
2668.38,1707.13,453.86,625.0
5174.45,1396.94,548.33,844.44
3604.87,902.65,1260.2,1450.21
8164.54,1779.81,1786.09,3646.29
9168.44,7716.6,393.65,511.49
8224.49,3437.57,3193.86,3280.86
3394.28,2248.58,386.73,489.89
3467.21,3094.36,157.31,67.74
3292.56,2201.45,491.32,876.81
2215.34,1257.35,431.48,125.64
9494.19,5360.83,704.72,1940.98
4618.43,2142.22,1187.5,1689.9
3022.21,1873.3,307.56,347.76
8620.04,7509.38,582.0,222.24
4592.76,3452.06,132.96,349.77
1316.05,654.02,526.51,512.97
2457.47,1063.38,861.04,309.98
6753.25,5527.35,409.21,665.93
8046.15,2374.02,1367.45,3244.11
2898.41,2303.39,184.6,181.92
9256.56,3504.11,3318.97,1872.82
8658.97,6069.43,1357.77,1983.46
8635.43,6600.53,1142.95,1621.89
3048.95,1627.83,1010.7,672.42
1454.82,486.78,353.37,609.72
8806.81,6969.16,984.28,642.72
3752.2,1715.72,719.3,58.66
6570.25,2788.91,1930.29,810.14
7839.7,4366.8,1319.21,144.96
2154.64,1087.15,663.27,371.77
8027.55,5443.77,10.87,105.03
9446.6,2796.56,1147.59,961.31
7555.37,3815.33,886.95,1265.96
4971.0,4097.06,660.98,711.97
8890.1,2002.44,2793.89,3623.48
5747.12,2989.29,803.86,1067.11
7702.94,5102.21,841.2,1440.04
8384.55,6887.05,541.28,479.8
7744.18,4767.7,2066.46,1901.31
3590.69,2790.47,616.07,65.61
2060.6,733.33,896.34,631.97
3145.05,1405.73,1171.13,962.4
5525.87,4749.45,123.62,258.25
5547.49,4549.96,214.41,370.46
6243.8,3687.38,1219.0,1199.8
4555.92,2427.58,1117.18,210.52
8082.02,4168.28,634.67,3249.33
9218.38,2223.04,4176.4,1284.66
3220.53,2655.85,90.33,381.97
7628.71,5894.74,364.84,883.84
7101.75,3688.48,837.74,293.14
5707.81,2258.06,2334.77,543.76
2696.77,1186.7,884.4,270.67
8157.09,2334.66,2471.9,1588.79
9645.64,6802.61,1864.45,804.15
7496.53,4420.47,2000.49,2380.1
9260.74,3369.73,1837.21,1679.0
9857.67,6270.5,2242.52,722.84
4168.46,3691.01,78.78,76.45
6744.01,1926.61,1939.41,3134.38
5265.39,2742.95,238.61,291.31
9879.66,5393.42,1531.76,3179.51
1844.27,584.19,524.56,940.64
4711.37,2695.41,128.89,552.35
8879.85,5542.66,1235.06,1968.29
3556.46,1103.01,1279.08,974.49
8090.14,2494.24,2749.1,753.19
4445.05,3553.57,38.76,393.65
9819.81,4104.4,435.92,3228.13
8951.77,5740.17,902.73,1763.54
3711.88,2370.93,904.0,544.47
7931.74,6245.61,1173.22,104.4
4031.71,2894.47,281.68,79.62
6457.27,5090.93,785.8,448.47
6926.33,4416.57,1159.29,1424.41
8466.36,4356.96,3233.02,857.56
1220.06,580.13,48.45,284.53
2981.42,1387.32,698.7,465.65
7407.26,3650.85,1780.65,936.7
6071.71,1763.93,1060.29,1573.91
5460.45,2712.59,103.22,1519.62
1496.89,707.45,32.91,109.87
4134.48,926.95,1164.0,609.08
8785.9,3449.27,2956.38,3449.11
1278.04,928.28,195.91,38.52
4567.93,2761.59,261.51,887.8
9506.33,7265.86,1537.81,504.47
1457.93,845.42,184.81,75.48
7747.35,6181.29,1208.21,592.12
3318.51,2512.93,76.15,520.9
8799.48,2365.29,4305.52,960.03
7714.61,6818.98,650.83,494.87
8971.35,1886.88,4662.57,1201.49
2943.32,1818.35,727.94,585.19
5781.63,4363.74,409.84,624.76
8013.43,3464.41,2596.01,1627.55
3211.3,1987.79,567.07,550.62
3076.72,1395.25,571.0,120.67
1244.64,301.74,749.12,89.09
9626.64,1982.35,1776.26,960.16
7390.15,1968.76,1791.85,1864.41
6720.04,1806.93,3548.69,3563.63
7695.95,4830.16,662.59,1370.26
5784.52,3286.22,305.15,1529.96
5285.2,2742.09,630.69,736.29
5045.79,3453.06,967.5,162.24
6763.95,1432.46,3667.45,2055.37
2813.81,1096.51,157.23,712.82
8992.53,6692.01,1144.21,1189.54
8305.77,6951.8,614.47,482.37
4146.07,2101.38,1093.99,514.11
6207.48,1595.56,2475.89,602.29
2269.25,1722.61,419.59,274.54
9751.12,7992.2,487.61,441.6
9126.03,4467.76,1117.12,1243.64
9297.08,3443.16,2721.96,2366.54
3989.47,920.69,1054.23,1832.22
2522.21,1548.03,369.22,297.63
2905.95,2432.01,26.27,56.65
1810.01,1220.89,69.87,148.7
2081.0,878.33,899.95,421.66
1641.74,1067.17,31.39,249.09
9908.41,7752.81,1017.69,466.24
1666.52,888.39,469.73,132.14
2192.88,1696.9,4.71,211.81
8445.29,4005.91,791.09,1313.72
6222.16,2762.35,1043.68,2102.68
7969.75,4846.34,1266.4,258.97
6678.21,3507.93,866.36,1002.84
8939.58,7902.39,538.51,408.32
6746.21,3787.81,535.82,929.81
5699.13,2676.43,61.62,1458.34
7414.75,3532.78,4.88,1128.12
5026.53,2933.27,578.6,538.69
4114.57,1845.13,656.62,1501.14
5208.87,3677.64,1162.02,614.25
2527.43,1178.95,48.31,759.83
8169.15,3830.52,1839.8,2649.34
3346.33,2114.49,569.42,499.17
2381.78,577.8,1009.18,869.42
3217.17,2119.31,561.0,404.07
8578.63,4748.11,24.94,2641.65
3971.81,2053.9,969.48,49.37
7174.45,5047.06,548.68,365.91
8707.69,6363.39,1449.46,1210.96
1699.7,1346.81,53.18,188.48
7885.22,3645.83,2429.02,2153.73
3768.99,1616.62,1077.04,825.24
2949.6,2064.84,461.7,358.51
7200.11,4372.37,398.03,1457.41
9188.17,5901.2,1759.64,1526.91
3655.17,2152.41,886.0,916.4
6119.5,4533.85,620.83,839.23
3608.51,1201.74,655.35,1216.02
5988.57,3527.26,327.95,1430.92
6596.76,2049.42,1054.84,1479.28
6493.02,3149.61,2043.03,1320.27
6611.92,4395.57,725.9,1065.4
2215.72,1207.9,566.57,650.46
7241.86,3372.64,2290.86,352.97
7072.75,5795.97,688.61,585.65
7143.29,5293.02,996.98,1273.88
1666.63,947.32,351.49,422.49
5021.55,4343.83,281.08,342.74
4681.32,2326.87,372.6,1065.53
1780.4,1338.24,298.12,227.28
3001.31,953.08,1580.03,385.04
4968.66,1987.74,1112.44,2106.67
7686.16,3356.24,3232.68,217.44
3133.56,858.83,1816.13,1378.03
8467.75,4667.96,1477.95,182.65
5912.18,1978.11,2279.73,2580.29
7843.8,5050.86,1438.45,1376.95
5253.0,1749.59,664.99,1319.03
5492.75,1573.42,147.65,1747.34
6577.47,5777.4,290.18,317.93
9351.74,6179.33,1997.87,74.46
5426.31,4642.3,203.93,257.72
5757.92,3126.1,1651.6,1364.05
6417.97,1433.66,2610.99,3940.75
7637.64,4598.31,1691.18,1110.76
1646.65,972.89,154.02,204.88
5641.19,1187.37,1674.8,231.64
5334.32,4282.77,152.86,273.59
9295.16,5892.94,671.14,1307.35
5441.56,3924.91,109.02,797.78
5214.88,2846.0,240.25,418.97
9659.8,6113.51,597.23,2207.76
5055.19,1922.13,1454.33,1480.27
2627.96,2316.89,109.8,112.94
2952.25,1418.57,327.52,1134.33
1856.69,582.31,877.91,502.02
1005.11,240.36,321.29,471.54
4887.51,3154.01,1280.17,850.58
7923.18,7038.69,449.3,381.81
7601.2,6286.62,16.6,446.85
1289.34,891.55,290.7,47.64
6129.85,5476.52,448.16,61.09
2388.55,1686.27,356.91,260.38
9469.69,4142.76,2278.96,2270.99
2506.28,1556.03,344.31,222.89
6639.75,1698.69,1905.96,2691.65
3936.15,1398.03,1561.9,269.19
6774.05,3334.72,1411.89,1159.1
4710.33,1607.51,436.94,1646.82
7836.79,6798.03,48.35,476.02
3076.11,2759.02,32.01,78.63
9152.13,4206.82,994.76,2181.26
5501.89,3831.85,491.3,306.35
7804.84,3788.78,2867.2,2260.76
8647.57,2574.01,1161.69,2985.3
9989.46,4353.89,1440.89,1926.85
3015.51,1095.72,342.51,394.0
3582.03,1539.04,891.96,704.78
3253.9,1140.54,1043.3,1360.48
3365.84,937.86,1033.6,498.69
6242.0,2198.43,3079.12,1457.47
9941.7,8291.68,1313.92,35.66
9912.5,2573.83,4916.3,4739.84
5740.96,2453.28,2118.04,1838.6
6751.24,3847.64,850.3,1113.73
8739.73,3916.79,2237.01,2656.53
9396.4,5283.83,1156.36,2527.43
2834.75,653.11,1368.94,606.24
5756.88,3764.99,273.81,804.54
8495.53,5050.04,597.23,922.41
3728.82,2523.2,37.32,749.77
4958.28,2960.49,973.23,339.21
9870.59,4999.77,2682.99,3837.06
9865.42,4391.09,14.73,1309.56
9154.96,3282.1,2399.82,961.57
8186.04,4502.71,1110.52,2357.34
3422.17,746.84,1695.9,1339.39
3887.65,1670.79,68.97,1058.94
5925.55,3996.84,74.94,859.17
6047.0,1669.59,2171.93,3509.65
5549.53,1354.22,1985.69,1572.06
6730.03,4418.43,1536.92,107.36
4674.91,2236.67,1155.27,1477.51
7742.57,5894.24,1403.8,763.11
4001.95,3426.14,144.82,143.23
3976.09,3458.92,164.64,439.19
2145.03,1068.04,842.36,309.71
2698.41,1038.97,142.74,156.7
8654.69,5418.09,2060.82,1139.41
5016.54,3209.26,16.73,66.48
3050.81,1939.22,432.64,543.09
7834.07,3331.4,552.58,1832.71
5985.83,1464.29,2166.22,1880.65
1190.4,413.07,496.35,511.97
3847.25,1185.31,70.37,363.37
2593.01,743.5,242.32,118.17
6902.86,5856.37,286.83,538.74
3475.28,728.74,562.05,1194.64
1584.52,984.46,183.96,40.44
1494.41,1290.03,155.64,163.54
6235.55,2818.7,276.64,1021.22
1195.51,680.21,174.49,216.48
8639.13,5935.5,988.64,513.02
2398.57,1012.24,310.92,920.04
6459.1,3451.46,670.12,1861.56
5002.19,3861.55,652.22,170.83
4985.66,3598.4,685.69,476.46
1646.17,1260.83,250.58,159.5
8224.77,7329.41,290.15,229.16
9037.47,4150.27,2372.09,2717.03
1099.15,794.65,217.68,179.39
2607.44,1621.69,671.35,146.31
9135.14,6089.7,2241.5,2022.43
5945.44,4268.3,360.89,795.26
2350.36,1703.57,509.89,151.72
2825.11,2316.65,332.08,261.7
6939.88,3084.95,2451.14,1407.96
7523.35,4946.13,1376.4,1328.45
6394.84,2533.66,3037.26,3033.12
9578.34,5902.15,1298.61,2126.88
5446.57,3953.25,885.89,345.54
3702.45,2790.54,509.8,511.01
5295.1,2616.24,1568.93,1088.47
4237.0,2356.21,1130.68,1095.92
3019.74,1309.65,260.97,344.49
1413.67,450.01,269.09,288.64
4169.91,1594.42,808.2,624.87
7402.68,6207.12,715.43,292.7
1165.94,485.36,389.97,335.54
4952.61,4369.84,388.53,341.22
6796.08,2507.99,2705.0,2208.53
6493.64,4585.48,909.86,529.56
7989.84,4807.74,356.26,1378.27
8294.68,5705.15,1316.42,969.6
7405.35,4819.19,1835.27,698.74
1925.18,1337.47,302.4,280.05
5275.2,4398.9,627.87,493.36
6430.65,3822.56,2084.5,997.01
3210.09,794.48,694.16,549.65
1382.97,538.77,488.48,301.19
3012.31,2095.83,395.89,269.68
5094.05,2780.6,842.04,927.6
4725.37,2759.55,377.23,671.99
2590.0,1599.6,194.84,235.62
8419.74,3939.1,663.04,1324.0
9331.18,6921.19,1217.5,265.97
2812.13,1986.7,93.8,324.63
9366.16,6556.4,969.67,943.82
1160.75,813.36,145.44,270.14
9324.66,7676.53,577.81,861.08
9567.36,5900.91,2507.65,1295.41
1108.47,972.07,48.36,7.56
7867.17,2229.83,373.56,832.36
9731.81,6251.44,2762.58,2040.8
9153.12,6424.1,1844.78,989.16
9736.39,5199.76,2395.5,1438.95
5952.91,2391.56,2154.83,2050.8
1703.41,996.54,72.49,357.41
8648.1,3937.68,2886.22,1648.37
6524.45,5456.97,177.42,344.85
6532.63,2938.08,1406.12,1278.83
4755.28,1535.93,458.39,822.12
6146.58,3709.29,1469.75,647.46
2382.22,1136.78,245.04,319.09
7657.93,2045.65,1136.86,2181.25
1675.16,997.37,59.22,274.09
7568.03,4362.91,1847.7,170.36
8640.81,2775.75,1388.12,4605.01
5252.22,3247.69,831.12,765.29
5588.47,3337.16,598.39,973.77
3809.93,2825.17,610.31,176.52
9725.13,4406.44,963.68,3491.67
7598.12,2842.7,3579.25,2143.0
4320.9,3741.27,149.01,291.82
2573.27,1525.57,87.04,344.07
2976.22,651.79,446.86,1331.95
5175.3,4008.26,69.03,294.27
9483.12,3202.74,2355.08,5606.55
7607.32,5707.2,380.4,194.47
2937.19,2037.28,637.89,219.83
8736.05,7671.73,440.31,110.51
4403.8,3857.32,102.03,292.3
8665.5,3397.63,1901.79,2096.66
3175.3,2338.65,131.18,327.66
6567.95,2770.35,542.99,1937.22
9340.03,5981.72,807.76,1492.99
3321.05,2053.81,109.79,548.01
7236.34,1723.55,831.98,3394.21
9885.81,2013.02,5908.04,960.69
2355.38,566.32,954.36,1029.97
1795.62,519.94,940.03,503.07
7067.76,2688.27,899.89,3490.29
4057.62,3387.58,459.39,441.95
1641.2,924.07,207.84,309.8
5277.75,3999.61,147.44,194.54
7783.94,6124.54,1068.26,244.13
3566.1,2547.84,48.59,152.22
4015.42,1903.19,684.12,1344.26
8611.29,6929.52,1102.32,934.09
5680.65,4086.86,786.93,384.69
8584.59,6182.67,995.48,735.2
5017.51,4170.06,239.75,220.09
9576.78,5928.64,219.05,1269.61
6857.15,3908.59,2337.55,1919.81
2043.09,1681.7,50.53,102.93
8965.84,4645.41,882.43,1311.68
5403.39,4150.34,236.49,101.27
2274.75,540.69,1259.54,1292.92
2374.21,476.99,1159.11,819.76
7187.81,4095.65,1131.31,1380.86
1426.35,358.77,816.0,662.14
3579.34,3162.64,17.6,231.35
2258.09,460.31,1285.29,362.6
4969.7,3492.23,71.42,370.89
4729.18,1751.54,931.72,951.95
5696.89,4997.8,30.2,84.39
3516.73,1642.59,1497.76,806.13
1288.39,282.28,735.98,703.48
6529.47,1429.01,2386.2,623.5
4363.46,2562.93,313.79,1072.13
6862.01,6111.99,166.07,297.25
1978.0,1752.2,81.21,97.06
1124.0,490.16,163.67,246.19
3234.65,1739.89,25.49,953.1
5108.93,1381.04,1957.16,1116.11
4546.65,2571.24,969.42,739.65
8292.72,5139.76,2281.01,1608.07
4400.54,1653.47,1047.96,484.16
5773.97,3628.83,591.56,1034.73
6341.64,5262.2,441.72,892.62
1196.48,240.1,148.96,220.1
5636.2,2030.46,1804.43,1899.61
4103.48,1423.68,1650.83,894.76
4791.52,1373.83,419.59,476.61
1902.59,601.73,331.34,811.31
8045.39,5134.07,2021.15,940.59
9481.64,2577.93,2792.04,976.08
1200.42,860.67,144.55,203.22
6412.35,5264.0,663.66,893.89
7874.6,6682.47,551.14,889.14
3563.27,2359.32,67.02,440.97
8088.0,2735.18,3442.77,2385.41
6691.2,1737.75,3656.97,2965.2
9362.46,3393.12,254.42,2881.99
9829.04,8584.39,120.73,650.35
1381.12,1206.6,98.0,30.07
5004.44,2338.79,1289.05,712.74
5922.89,2535.32,1036.64,1038.45
2320.69,1292.64,443.5,90.43
4026.57,1627.47,1349.91,1022.44
9888.83,8759.16,455.91,440.52
1146.07,406.69,82.92,504.96
5072.57,2325.27,196.57,2269.9
8583.89,4296.75,1505.16,1062.92
3915.11,1125.77,2059.39,1480.85
5318.19,2488.79,1262.54,593.54
9802.41,7839.1,562.64,672.85
5273.89,1572.95,2690.45,1237.65
2178.29,1326.18,264.93,213.47
1465.49,710.25,307.63,281.76
9508.75,3036.86,603.18,1417.99
3392.28,707.75,1583.66,878.41
5536.58,2166.69,1887.96,2558.71
1816.32,441.87,873.31,575.63
4812.9,2231.92,671.45,1223.69
9370.95,7188.89,761.19,376.46
5521.72,3886.07,220.28,594.65
9740.22,8407.45,1028.37,288.61
3329.52,1661.13,114.89,1179.67
5540.91,3853.48,876.13,1055.53
8735.78,5815.75,1647.5,595.37
5034.27,1771.72,411.7,1094.74
3515.39,1450.12,603.59,719.7
8699.28,4966.25,128.79,633.86
4509.01,3416.29,486.57,397.6
5776.51,3022.67,2191.92,1763.06
9788.74,3518.26,2156.47,2496.84
2678.35,2398.26,221.83,173.3
3712.61,1042.89,269.59,1201.2
1279.63,1112.15,52.58,68.68
4526.54,3468.83,763.21,122.47
2801.65,2205.53,418.09,110.3
7120.31,5386.11,448.94,520.36
2631.89,909.9,934.85,478.16
7073.31,4546.78,1791.13,1883.76
3371.28,2460.11,559.01,439.47
4196.96,3030.12,586.66,260.78
4139.75,1614.9,308.18,1539.3
7450.77,2434.79,292.94,2834.35
5198.58,2233.76,1457.8,410.48
4251.69,2278.44,789.73,755.46
8673.6,5218.44,657.96,2494.0
6147.56,4831.15,308.32,215.63
2924.48,2159.21,240.04,282.57
9100.82,6127.63,1178.62,2163.74
4083.85,1570.01,784.84,1227.61
1350.81,722.98,194.52,189.18
5451.4,2370.3,285.27,813.54
2115.44,770.97,931.01,994.53
3146.2,651.8,1215.58,263.84
7724.0,3380.2,507.71,2550.16
2176.77,825.61,458.18,512.07
8262.5,4960.24,1100.88,1668.34
9432.17,2297.78,3428.05,3281.84
6458.79,2514.82,1921.09,1241.63
7393.23,1710.34,2933.38,1913.17
7422.28,4817.0,1454.58,1618.29
9935.27,5938.64,330.45,2731.16
4073.84,1777.16,560.25,253.87
2465.71,747.44,23.85,915.6
5672.51,4938.16,267.09,240.14
5799.25,3532.18,778.84,279.68
2601.21,1756.81,496.06,341.75
6517.98,3727.92,373.01,1651.54
1127.12,861.77,134.06,195.1
9349.02,7735.99,395.76,696.26
3381.17,1582.04,549.69,359.11
1356.04,926.2,247.34,224.59
1974.24,712.55,72.22,270.9
3162.24,2075.37,298.05,912.62
3465.16,1661.23,564.74,820.05
1295.29,265.21,589.83,146.25
3514.19,3053.38,73.44,148.82
2736.48,2210.82,398.41,214.5
4407.59,1778.84,2098.29,554.48
4466.51,4012.85,297.21,241.42
4051.07,1709.51,561.44,1071.28
3951.31,2059.39,1004.79,706.83
1807.58,1438.62,24.54,322.6
1226.84,506.95,501.78,381.7
2819.03,1452.87,563.94,792.01
7809.84,5200.66,368.29,845.27
9917.29,2889.18,1840.9,2416.81
9356.74,4637.62,3023.04,1663.8
5537.97,2307.05,2249.31,2381.82
5786.41,3898.55,784.92,907.92
3831.23,1130.9,1037.6,77.61
7965.45,2890.76,3047.8,2716.22
7882.81,5501.91,1573.66,958.13
8598.45,2659.99,3633.61,3297.88
9059.54,4488.22,1405.88,2673.92
4909.14,3431.57,758.79,875.83
7901.88,5814.42,1431.76,1056.5
8257.59,2199.96,735.45,629.09
3776.14,3007.3,238.73,334.12
9363.18,6617.71,124.36,1460.58
1849.07,808.98,340.22,480.84
9948.42,7308.73,1630.87,215.22
7930.82,5629.37,362.76,553.69
1839.44,1141.6,302.52,187.19
6906.07,4081.05,82.68,2105.57
1307.61,934.02,268.29,207.39
7931.68,7134.41,523.02,450.96
8193.01,4956.66,1357.74,1221.66
6421.69,4919.67,848.08,915.36
8711.74,6281.09,202.07,1342.5
1880.95,1503.0,255.56,184.91
3483.31,3024.1,262.77,339.49
4727.6,1584.49,301.66,2041.33
1382.12,436.5,741.89,619.41
5033.94,3072.95,35.35,771.85
3386.92,1742.59,826.78,1300.77
4534.62,2718.53,249.54,1599.75
4825.92,3661.09,670.25,281.8
8914.71,7597.11,74.21,92.68
3433.07,1689.73,113.11,1279.02
9043.69,6353.67,1003.47,1280.08
4833.74,1632.64,2545.54,557.86
3950.27,2268.19,372.1,273.51
5522.61,1188.82,2123.66,1710.91
4759.69,2630.33,883.43,479.19
3316.35,1929.24,934.49,541.23
5524.11,3948.7,363.72,916.08
2366.22,1549.02,362.8,71.9
4167.37,1878.97,1740.32,108.22
6092.11,1242.86,1290.23,1628.99
4720.67,1325.75,1193.4,1134.9
8415.21,7415.0,711.2,529.91
3310.5,2799.47,135.93,74.78
9727.94,4159.33,1695.86,2790.92
8062.5,3073.4,1213.82,2421.34
9708.34,4907.48,3109.15,3074.42
8543.23,5834.67,2016.01,1694.9
2278.94,1025.02,633.08,379.72
5738.14,1417.93,2155.37,1980.94
2529.81,1219.26,408.9,393.24
8364.05,3198.51,51.59,1838.45
6257.46,2674.76,498.53,898.3
3371.04,1058.74,272.74,1270.08
9366.39,6192.95,294.2,2720.67
2036.67,1158.14,459.68,77.12
6074.76,2366.75,404.47,2033.5
7489.36,4401.53,211.54,1427.49
1529.64,833.49,213.07,359.62
6380.7,4831.36,308.66,294.31
8343.11,7251.74,127.35,87.81
1607.75,468.61,133.17,295.82
5610.19,4593.28,208.43,250.21
3327.01,2306.81,438.16,647.18
6966.32,4770.45,1331.74,1064.29
2068.1,955.48,759.05,402.17
9433.46,4157.66,3171.46,1910.12
9052.56,1846.25,3621.68,5136.2
2673.77,2373.09,218.33,108.6
3909.39,2441.63,610.28,802.8
6288.71,3028.83,1651.73,2509.99
7462.56,4333.05,1030.54,1651.3
4983.9,1138.17,1007.23,1506.68
2406.62,773.86,433.28,150.76
1937.36,1232.85,83.59,121.88
9997.89,5598.65,2803.54,923.58
5098.17,3828.48,56.24,807.7
8852.79,5852.75,1619.26,2054.26
5341.38,3317.03,1399.98,772.91
9301.22,7168.32,848.77,353.8
1789.83,443.49,75.61,593.97
2026.17,1385.13,219.71,300.67
9366.69,6565.24,769.23,766.23
9527.44,3740.61,4562.52,4090.96
3832.46,1291.36,1405.26,1818.53
4196.48,1467.5,1574.87,870.34
5072.05,1717.9,1384.13,1519.11
4745.46,2689.0,1167.1,591.41
2710.41,799.4,1104.67,598.04
9085.38,6009.98,163.26,1215.75
3279.77,897.2,424.3,460.16
7347.45,1607.79,59.54,2107.76
1604.4,679.47,377.23,527.99
1348.76,450.89,629.08,119.65
6883.57,6140.58,362.31,139.68
4051.14,1669.47,953.07,1428.06
6899.13,2452.26,3294.12,423.45
1846.19,623.53,168.45,617.62
9548.66,4408.59,306.78,1782.59
7736.63,4828.39,2134.2,1073.44
8886.41,6641.36,1621.43,911.23
2228.23,1014.3,663.27,41.26
3881.45,2477.06,276.36,521.91
4315.1,2319.11,1548.51,430.79
5834.55,4624.16,741.1,619.94
3671.82,2196.96,795.12,593.71
1545.68,622.79,164.58,267.99
4319.91,2991.58,545.24,351.96
3290.94,2547.34,489.34,399.21
4473.29,2352.09,1459.83,1770.91
2772.64,2470.52,135.69,173.74
3357.07,2737.24,259.23,316.87
6642.57,2244.31,2454.87,381.05
4493.38,3373.31,473.34,429.62
4108.45,2549.98,520.76,871.7
